x y val
37 213 1
57 71 1
13 93 1
64 89 1
52 57 1
32 31 1
42 137 1
15 169 1
56 179 1
3 47 1
55 111 1
48 61 1
42 71 1
64 89 1
21 163 1
58 87 1
50 83 1
29 181 1
32 141 1
24 69 1
40 153 1
61 217 1
23 173 1
30 179 1
27 55 1
13 127 1
21 147 1
67 71 1
43 73 1
66 147 1
26 119 1
34 37 1
35 217 1
52 175 1
9 105 1
41 131 1
22 109 1
61 187 1
6 87 1
42 167 1
31 189 1
48 139 1
28 191 1
53 171 1
50 141 1
22 107 1
8 63 1
10 171 1
17 3 1
14 95 1
41 117 1
42 109 1
43 83 1
46 77 1
28 193 1
16 69 1
48 93 1
24 121 1
58 43 1
51 169 1
44 175 1
29 97 1
56 37 1
52 173 1
54 201 1
30 177 1
51 191 1
3 155 1
66 177 1
12 145 1
52 29 1
6 19 1
8 141 1
64 139 1
41 87 1
57 61 1
46 103 1
17 173 1
51 197 1
12 91 1
28 109 1
7 63 1
29 135 1
10 163 1
39 165 1
55 113 1
28 207 1
37 29 1
42 29 1
45 119 1
64 5 1
11 213 1
5 199 1
45 139 1
65 83 1
50 83 1
46 169 1
3 189 1
11 35 1
15 111 1
7 105 1
10 207 1
57 191 1
39 147 1
52 121 1
65 217 1
51 115 1
45 41 1
50 169 1
14 37 1
43 9 1
32 119 1
17 7 1
58 49 1
25 61 1
53 89 1
8 167 1
36 53 1
32 165 1
42 59 1
2 203 1
26 215 1
13 35 1
65 171 1
12 131 1
11 199 1
25 135 1
35 93 1
13 177 1
6 3 1
51 39 1
27 119 1
8 159 1
12 183 1
11 115 1
47 211 1
54 143 1
67 189 1
67 183 1
57 201 1
42 35 1
43 167 1
34 89 1
43 25 1
33 173 1
32 101 1
3 43 1
64 209 1
68 27 1
46 203 1
67 173 1
37 111 1
16 125 1
33 23 1
16 145 1
61 117 1
57 135 1
60 153 1
32 71 1
59 93 1
5 41 1
62 33 1
51 205 1
60 121 1
5 3 1
19 173 1
22 183 1
20 13 1
55 157 1
28 147 1
19 69 1
34 65 1
64 197 1
52 149 1
9 123 1
54 201 1
33 155 1
59 199 1
29 187 1
16 205 1
44 97 1
20 85 1
38 201 1
55 149 1
8 171 1
26 109 1
36 197 1
16 77 1
21 143 1
6 137 1
21 1 1
6 161 1
62 65 1
37 135 1
51 165 1
17 29 1
12 1 1
39 47 1
43 89 1
8 133 1
35 215 1
18 45 1
48 53 1
67 17 1
43 167 1
37 191 1
36 207 1
46 163 1
65 39 1
23 141 1
25 59 1
26 75 1
58 151 1
58 119 1
8 131 1
2 105 1
52 45 1
44 81 1
54 153 1
20 143 1
64 97 1
55 63 1
26 91 1
62 125 1
20 67 1
43 57 1
5 15 1
13 49 1
1 3 1
59 115 1
17 145 1
55 207 1
42 181 1
1 101 1
34 133 1
32 49 1
27 215 1
60 35 1
8 133 1
65 165 1
1 189 1
28 147 1
22 1 1
41 3 1
56 197 1
41 9 1
2 63 1
68 31 1
32 205 1
6 51 1
27 139 1
43 37 1
41 51 1
1 109 1
30 7 1
67 149 1
1 41 1
1 95 1
39 185 1
21 75 1
19 23 1
15 83 1
40 197 1
49 131 1
19 179 1
4 79 1
46 53 1
38 35 1
9 211 1
63 53 1
39 131 1
6 131 1
1 83 1
57 39 1
28 25 1
53 219 1
58 153 1
57 89 1
44 125 1
26 197 1
16 159 1
5 143 1
32 43 1
47 33 1
47 123 1
27 77 1
43 83 1
9 147 1
42 45 1
54 147 1
44 215 1
63 121 1
46 101 1
30 89 1
11 217 1
8 39 1
35 49 1
57 219 1
29 73 1
39 21 1
27 7 1
27 71 1
41 193 1
5 165 1
64 151 1
60 91 1
45 129 1
58 109 1
68 63 1
19 201 1
2 9 1
8 217 1
9 193 1
32 129 1
9 149 1
60 103 1
45 133 1
27 173 1
20 197 1
40 85 1
59 37 1
43 127 1
21 149 1
37 29 1
2 139 1
14 65 1
9 79 1
52 81 1
17 195 1
6 173 1
35 5 1
19 87 1
38 65 1
39 209 1
66 119 1
20 119 1
13 117 1
34 217 1
49 141 1
38 61 1
23 25 1
60 83 1
52 31 1
61 87 1
9 215 1
62 217 1
64 159 1
15 201 1
35 81 1
59 11 1
32 107 1
27 143 1
49 11 1
63 7 1
38 153 1
48 155 1
39 167 1
36 129 1
54 41 1
58 141 1
34 167 1
8 129 1
55 91 1
47 213 1
3 63 1
38 121 1
25 35 1
52 171 1
28 17 1
14 43 1
4 113 1
24 59 1
3 129 1
26 47 1
17 181 1
36 37 1
64 39 1
35 207 1
13 167 1
66 177 1
38 89 1
11 167 1
29 139 1
41 165 1
9 37 1
35 167 1
48 115 1
5 101 1
12 181 1
68 95 1
67 87 1
7 85 1
26 91 1
58 183 1
48 47 1
40 3 1
5 97 1
44 127 1
66 37 1
12 181 1
37 173 1
57 203 1
40 207 1
16 79 1
5 217 1
45 97 1
65 51 1
66 25 1
14 159 1
35 207 1
46 17 1
47 203 1
25 191 1
3 179 1
36 95 1
67 213 1
43 201 1
31 203 1
55 63 1
32 117 1
61 163 1
20 135 1
16 61 1
41 101 1
38 37 1
24 1 1
36 173 1
65 205 1
55 123 1
61 163 1
64 143 1
40 73 1
65 123 1
20 211 1
31 205 1
31 215 1
66 99 1
29 59 1
20 209 1
47 175 1
48 91 1
56 133 1
6 147 1
20 5 1
67 187 1
28 111 1
17 191 1
1 173 1
45 95 1
12 145 1
6 29 1
27 173 1
2 211 1
68 153 1
17 181 1
34 141 1
4 121 1
61 143 1
62 1 1
40 117 1
11 167 1
31 141 1
51 21 1
32 127 1
40 103 1
64 111 1
66 47 1
61 153 1
16 219 1
12 119 1
40 133 1
43 91 1
32 115 1
26 131 1
58 39 1
6 53 1
15 145 1
23 95 1
23 155 1
10 97 1
12 195 1
12 17 1
33 91 1
28 159 1
53 85 1
13 23 1
59 39 1
9 105 1
13 33 1
29 27 1
62 3 1
18 215 1
38 95 1
31 87 1
62 51 1
48 67 1
44 61 1
61 213 1
48 147 1
33 79 1
34 27 1
57 79 1
20 71 1
60 29 1
43 71 1
15 83 1
18 119 1
58 155 1
50 23 1
16 203 1
38 169 1
13 175 1
7 97 1
44 83 1
58 197 1
19 121 1
1 113 1
58 119 1
44 127 1
31 135 1
10 157 1
12 31 1
12 25 1
44 175 1
50 17 1
8 179 1
48 39 1
57 195 1
54 9 1
68 181 1
62 13 1
37 93 1
32 169 1
9 201 1
32 29 1
62 209 1
48 215 1
18 183 1
22 13 1
24 169 1
37 177 1
8 27 1
50 113 1
45 67 1
24 19 1
59 113 1
6 93 1
22 149 1
19 173 1
8 73 1
66 181 1
53 167 1
23 105 1
46 41 1
18 73 1
17 103 1
31 183 1
38 163 1
58 189 1
28 41 1
7 61 1
21 93 1
56 77 1
18 161 1
50 165 1
62 117 1
37 55 1
8 123 1
41 213 1
9 5 1
2 129 1
11 191 1
11 5 1
40 203 1
57 157 1
43 79 1
10 85 1
55 207 1
66 159 1
56 175 1
36 125 1
62 155 1
31 135 1
38 161 1
15 141 1
27 63 1
23 151 1
56 119 1
22 1 1
16 163 1
23 3 1
42 161 1
47 153 1
13 87 1
40 177 1
61 75 1
6 217 1
48 213 1
4 113 1
58 3 1
14 203 1
68 127 1
39 175 1
20 17 1
54 85 1
1 215 1
18 83 1
1 189 1
7 49 1
44 205 1
5 173 1
17 35 1
16 21 1
24 217 1
1 117 1
17 77 1
27 31 1
4 211 1
2 135 1
23 193 1
6 215 1
17 133 1
37 195 1
36 171 1
27 51 1
40 147 1
37 37 1
23 193 1
39 143 1
56 95 1
17 177 1
21 137 1
21 185 1
47 171 1
65 21 1
65 69 1
46 151 1
3 95 1
22 41 1
22 5 1
47 189 1
49 217 1
67 115 1
11 163 1
65 111 1
15 43 1
43 73 1
6 51 1
14 5 1
10 33 1
14 91 1
67 171 1
47 99 1
18 49 1
12 77 1
37 127 1
53 129 1
56 155 1
25 181 1
23 47 1
47 69 1
16 93 1
30 133 1
29 19 1
58 77 1
56 29 1
24 93 1
59 187 1
46 79 1
51 11 1
45 75 1
15 41 1
35 9 1
51 79 1
31 187 1
66 23 1
33 193 1
66 201 1
13 3 1
37 111 1
51 51 1
30 41 1
22 187 1
12 161 1
39 139 1
66 193 1
14 37 1
59 119 1
6 153 1
68 175 1
50 177 1
30 71 1
50 113 1
37 127 1
28 183 1
20 131 1
15 29 1
40 157 1
45 179 1
47 139 1
10 111 1
56 131 1
57 217 1
44 27 1
61 83 1
5 125 1
53 173 1
18 217 1
60 31 1
36 69 1
29 63 1
37 3 1
46 143 1
9 163 1
20 43 1
58 137 1
62 97 1
1 213 1
40 209 1
59 135 1
25 99 1
11 111 1
45 217 1
23 57 1
30 215 1
54 61 1
33 123 1
39 39 1
9 5 1
11 123 1
37 77 1
9 85 1
5 39 1
15 43 1
43 103 1
13 75 1
8 189 1
40 85 1
58 71 1
52 89 1
55 211 1
19 159 1
20 169 1
58 175 1
60 133 1
1 205 1
48 187 1
34 183 1
60 69 1
47 33 1
55 151 1
29 143 1
52 21 1
54 101 1
60 139 1
56 157 1
28 149 1
23 187 1
3 131 1
32 45 1
18 89 1
1 201 1
63 37 1
57 101 1
17 111 1
19 25 1
9 3 1
57 161 1
28 175 1
33 177 1
12 201 1
34 83 1
10 93 1
44 9 1
32 179 1
23 67 1
23 79 1
29 189 1
62 213 1
21 211 1
37 147 1
52 39 1
62 145 1
41 73 1
13 207 1
39 145 1
8 175 1
22 135 1
11 167 1
63 139 1
29 85 1
31 7 1
16 5 1
17 75 1
29 45 1
51 209 1
52 203 1
68 199 1
33 209 1
45 139 1
34 101 1
39 161 1
16 155 1
41 49 1
60 83 1
66 173 1
51 43 1
49 109 1
5 41 1
29 77 1
37 131 1
17 127 1
10 163 1
16 173 1
10 93 1
45 173 1
11 145 1
25 191 1
5 41 1
59 1 1
29 37 1
5 165 1
1 185 1
23 17 1
62 7 1
67 49 1
32 79 1
11 125 1
37 171 1
61 111 1
46 215 1
59 161 1
44 85 1
16 123 1
34 97 1
1 67 1
38 97 1
33 181 1
51 77 1
2 45 1
1 49 1
28 81 1
67 79 1
60 213 1
16 163 1
67 141 1
45 187 1
6 197 1
49 195 1
68 31 1
37 19 1
67 205 1
37 9 1
23 209 1
24 179 1
34 215 1
54 113 1
50 7 1
33 115 1
49 143 1
16 57 1
10 35 1
10 199 1
41 211 1
7 179 1
49 173 1
8 93 1
39 167 1
46 133 1
25 155 1
66 65 1
28 179 1
68 217 1
34 87 1
20 27 1
52 175 1
32 219 1
54 189 1
54 127 1
24 179 1
8 7 1
61 187 1
58 129 1
36 1 1
48 181 1
61 65 1
64 75 1
13 217 1
35 9 1
18 111 1
16 149 1
52 13 1
24 165 1
54 113 1
12 83 1
35 121 1
57 157 1
40 179 1
15 163 1
11 127 1
26 65 1
22 67 1
25 139 1
25 99 1
6 121 1
32 145 1
63 141 1
55 207 1
65 207 1
23 209 1
37 85 1
54 193 1
50 145 1
34 37 1
12 7 1
12 85 1
41 49 1
32 15 1
4 137 1
23 13 1
12 33 1
45 33 1
24 161 1
4 25 1
44 211 1
38 85 1
12 105 1
43 139 1
52 51 1
7 171 1
33 207 1
49 185 1
1 203 1
14 201 1
8 161 1
7 21 1
42 99 1
67 175 1
22 43 1
10 55 1
9 191 1
